text,intent,tokenized_text,cleaned_text,cleaned_tokenized_text,Target
"i'm going to boston from bangor on july 25th through the 29th, and need you to find me a roundtrip flight",book_flight,"['i', ""'m"", 'going', 'to', 'boston', 'from', 'bangor', 'on', 'july', '25th', 'through', 'the', '29th', ',', 'and', 'need', 'you', 'to', 'find', 'me', 'a', 'roundtrip', 'flight']",im going to boston from bangor on july 25th through the 29th and need you to find me a roundtrip flight,"['im', 'going', 'boston', 'bangor', 'july', '25th', '29th', 'need', 'find', 'roundtrip', 'flight']",9
i need to get from jfk to dallas with united for under $500,book_flight,"['i', 'need', 'to', 'get', 'from', 'jfk', 'to', 'dallas', 'with', 'united', 'for', 'under', '$', '500']",i need to get from jfk to dallas with united for under 500,"['need', 'get', 'jfk', 'dallas', 'united', '500']",9
i need a flight from nyc to paris with delta,book_flight,"['i', 'need', 'a', 'flight', 'from', 'nyc', 'to', 'paris', 'with', 'delta']",i need a flight from nyc to paris with delta,"['need', 'flight', 'nyc', 'paris', 'delta']",9
could you get me a delta flight from sioux falls to philadelphia for under $400,book_flight,"['could', 'you', 'get', 'me', 'a', 'delta', 'flight', 'from', 'sioux', 'falls', 'to', 'philadelphia', 'for', 'under', '$', '400']",could you get me a delta flight from sioux falls to philadelphia for under 400,"['could', 'get', 'delta', 'flight', 'sioux', 'falls', 'philadelphia', '400']",9
i want to find a roundtrip flight from philadelphia to sioux falls from august 3rd through august 25th,book_flight,"['i', 'want', 'to', 'find', 'a', 'roundtrip', 'flight', 'from', 'philadelphia', 'to', 'sioux', 'falls', 'from', 'august', '3rd', 'through', 'august', '25th']",i want to find a roundtrip flight from philadelphia to sioux falls from august 3rd through august 25th,"['want', 'find', 'roundtrip', 'flight', 'philadelphia', 'sioux', 'falls', 'august', '3rd', 'august', '25th']",9
reserve me a flight from ft lauderdale to houston on southwest,book_flight,"['reserve', 'me', 'a', 'flight', 'from', 'ft', 'lauderdale', 'to', 'houston', 'on', 'southwest']",reserve me a flight from ft lauderdale to houston on southwest,"['reserve', 'flight', 'ft', 'lauderdale', 'houston', 'southwest']",9
find me a roundtrip flight from dallas to los angeles from march 2 to march 10,book_flight,"['find', 'me', 'a', 'roundtrip', 'flight', 'from', 'dallas', 'to', 'los', 'angeles', 'from', 'march', '2', 'to', 'march', '10']",find me a roundtrip flight from dallas to los angeles from march 2 to march 10,"['find', 'roundtrip', 'flight', 'dallas', 'los', 'angeles', 'march', '2', 'march', '10']",9
"buy tickets for a flight from nyc to la on march 1, returning on march 5",book_flight,"['buy', 'tickets', 'for', 'a', 'flight', 'from', 'nyc', 'to', 'la', 'on', 'march', '1', ',', 'returning', 'on', 'march', '5']",buy tickets for a flight from nyc to la on march 1 returning on march 5,"['buy', 'tickets', 'flight', 'nyc', 'la', 'march', '1', 'returning', 'march', '5']",9
book me a flight out of la to chicago on march 3rd for under $500,book_flight,"['book', 'me', 'a', 'flight', 'out', 'of', 'la', 'to', 'chicago', 'on', 'march', '3rd', 'for', 'under', '$', '500']",book me a flight out of la to chicago on march 3rd for under 500,"['book', 'flight', 'la', 'chicago', 'march', '3rd', '500']",9
"book flights for me from nyc to la on march 1, returning on march 5",book_flight,"['book', 'flights', 'for', 'me', 'from', 'nyc', 'to', 'la', 'on', 'march', '1', ',', 'returning', 'on', 'march', '5']",book flights for me from nyc to la on march 1 returning on march 5,"['book', 'flights', 'nyc', 'la', 'march', '1', 'returning', 'march', '5']",9
look for a flight out of la to chicago on march 3rd for under $500,book_flight,"['look', 'for', 'a', 'flight', 'out', 'of', 'la', 'to', 'chicago', 'on', 'march', '3rd', 'for', 'under', '$', '500']",look for a flight out of la to chicago on march 3rd for under 500,"['look', 'flight', 'la', 'chicago', 'march', '3rd', '500']",9
find me a flight from ft lauderdale to houston on southwest,book_flight,"['find', 'me', 'a', 'flight', 'from', 'ft', 'lauderdale', 'to', 'houston', 'on', 'southwest']",find me a flight from ft lauderdale to houston on southwest,"['find', 'flight', 'ft', 'lauderdale', 'houston', 'southwest']",9
i need to book a roundtrip flight from dallas to los angeles from march 2 to march 10,book_flight,"['i', 'need', 'to', 'book', 'a', 'roundtrip', 'flight', 'from', 'dallas', 'to', 'los', 'angeles', 'from', 'march', '2', 'to', 'march', '10']",i need to book a roundtrip flight from dallas to los angeles from march 2 to march 10,"['need', 'book', 'roundtrip', 'flight', 'dallas', 'los', 'angeles', 'march', '2', 'march', '10']",9
get me a flight from ft lauderale to houston on southwest,book_flight,"['get', 'me', 'a', 'flight', 'from', 'ft', 'lauderale', 'to', 'houston', 'on', 'southwest']",get me a flight from ft lauderale to houston on southwest,"['get', 'flight', 'ft', 'lauderale', 'houston', 'southwest']",9
are there any flights out of la to chicago on march 3rd for under $500,book_flight,"['are', 'there', 'any', 'flights', 'out', 'of', 'la', 'to', 'chicago', 'on', 'march', '3rd', 'for', 'under', '$', '500']",are there any flights out of la to chicago on march 3rd for under 500,"['flights', 'la', 'chicago', 'march', '3rd', '500']",9
"search for a flight from nyc to la on march 1, returning on march 5",book_flight,"['search', 'for', 'a', 'flight', 'from', 'nyc', 'to', 'la', 'on', 'march', '1', ',', 'returning', 'on', 'march', '5']",search for a flight from nyc to la on march 1 returning on march 5,"['search', 'flight', 'nyc', 'la', 'march', '1', 'returning', 'march', '5']",9
list roundtrip flights available from dallas to los angeles from march 2 to march 10,book_flight,"['list', 'roundtrip', 'flights', 'available', 'from', 'dallas', 'to', 'los', 'angeles', 'from', 'march', '2', 'to', 'march', '10']",list roundtrip flights available from dallas to los angeles from march 2 to march 10,"['list', 'roundtrip', 'flights', 'available', 'dallas', 'los', 'angeles', 'march', '2', 'march', '10']",9
confirm a flight for me from ft lauderdale to houston on southwest,book_flight,"['confirm', 'a', 'flight', 'for', 'me', 'from', 'ft', 'lauderdale', 'to', 'houston', 'on', 'southwest']",confirm a flight for me from ft lauderdale to houston on southwest,"['confirm', 'flight', 'ft', 'lauderdale', 'houston', 'southwest']",9
search for a flight out of la to chicago on march 3rd for under $500,book_flight,"['search', 'for', 'a', 'flight', 'out', 'of', 'la', 'to', 'chicago', 'on', 'march', '3rd', 'for', 'under', '$', '500']",search for a flight out of la to chicago on march 3rd for under 500,"['search', 'flight', 'la', 'chicago', 'march', '3rd', '500']",9
"buy a flight for me from nyc to la on march 1, returning on march 5",book_flight,"['buy', 'a', 'flight', 'for', 'me', 'from', 'nyc', 'to', 'la', 'on', 'march', '1', ',', 'returning', 'on', 'march', '5']",buy a flight for me from nyc to la on march 1 returning on march 5,"['buy', 'flight', 'nyc', 'la', 'march', '1', 'returning', 'march', '5']",9
can you show me roundtrip flights from dallas to los angeles from march 2 to march 10,book_flight,"['can', 'you', 'show', 'me', 'roundtrip', 'flights', 'from', 'dallas', 'to', 'los', 'angeles', 'from', 'march', '2', 'to', 'march', '10']",can you show me roundtrip flights from dallas to los angeles from march 2 to march 10,"['show', 'roundtrip', 'flights', 'dallas', 'los', 'angeles', 'march', '2', 'march', '10']",9
i need you to book me a flight from ft lauderdale to houston on southwest,book_flight,"['i', 'need', 'you', 'to', 'book', 'me', 'a', 'flight', 'from', 'ft', 'lauderdale', 'to', 'houston', 'on', 'southwest']",i need you to book me a flight from ft lauderdale to houston on southwest,"['need', 'book', 'flight', 'ft', 'lauderdale', 'houston', 'southwest']",9
"find me a flight from nyc to la on march 1, returning on march 5",book_flight,"['find', 'me', 'a', 'flight', 'from', 'nyc', 'to', 'la', 'on', 'march', '1', ',', 'returning', 'on', 'march', '5']",find me a flight from nyc to la on march 1 returning on march 5,"['find', 'flight', 'nyc', 'la', 'march', '1', 'returning', 'march', '5']",9
find me a flight out of la to chicago on march 3rd for under $500,book_flight,"['find', 'me', 'a', 'flight', 'out', 'of', 'la', 'to', 'chicago', 'on', 'march', '3rd', 'for', 'under', '$', '500']",find me a flight out of la to chicago on march 3rd for under 500,"['find', 'flight', 'la', 'chicago', 'march', '3rd', '500']",9
what are some roundtrip flights from dallas to los angeles from march 2 to march 10,book_flight,"['what', 'are', 'some', 'roundtrip', 'flights', 'from', 'dallas', 'to', 'los', 'angeles', 'from', 'march', '2', 'to', 'march', '10']",what are some roundtrip flights from dallas to los angeles from march 2 to march 10,"['roundtrip', 'flights', 'dallas', 'los', 'angeles', 'march', '2', 'march', '10']",9
i want to buy a plane ticket to travel from miami to honolulu on the 29th of february i need a return flight on march 5th,book_flight,"['i', 'want', 'to', 'buy', 'a', 'plane', 'ticket', 'to', 'travel', 'from', 'miami', 'to', 'honolulu', 'on', 'the', '29th', 'of', 'february', 'i', 'need', 'a', 'return', 'flight', 'on', 'march', '5th']",i want to buy a plane ticket to travel from miami to honolulu on the 29th of february i need a return flight on march 5th,"['want', 'buy', 'plane', 'ticket', 'travel', 'miami', 'honolulu', '29th', 'february', 'need', 'return', 'flight', 'march', '5th']",9
i need to take a flight from florida to alabama on january 25th and i need to get back by the 30th,book_flight,"['i', 'need', 'to', 'take', 'a', 'flight', 'from', 'florida', 'to', 'alabama', 'on', 'january', '25th', 'and', 'i', 'need', 'to', 'get', 'back', 'by', 'the', '30th']",i need to take a flight from florida to alabama on january 25th and i need to get back by the 30th,"['need', 'take', 'flight', 'florida', 'alabama', 'january', '25th', 'need', 'get', 'back', '30th']",9
i want to book a flight reservation from texas to new york on may 9th and i want to come back on the 15th,book_flight,"['i', 'want', 'to', 'book', 'a', 'flight', 'reservation', 'from', 'texas', 'to', 'new', 'york', 'on', 'may', '9th', 'and', 'i', 'want', 'to', 'come', 'back', 'on', 'the', '15th']",i want to book a flight reservation from texas to new york on may 9th and i want to come back on the 15th,"['want', 'book', 'flight', 'reservation', 'texas', 'new', 'york', 'may', '9th', 'want', 'come', 'back', '15th']",9
i want to book a flight from hawaii to new york on july 8th and returning on july 10th,book_flight,"['i', 'want', 'to', 'book', 'a', 'flight', 'from', 'hawaii', 'to', 'new', 'york', 'on', 'july', '8th', 'and', 'returning', 'on', 'july', '10th']",i want to book a flight from hawaii to new york on july 8th and returning on july 10th,"['want', 'book', 'flight', 'hawaii', 'new', 'york', 'july', '8th', 'returning', 'july', '10th']",9
i need to book a flight from texas to new york on may 25th and returning on the 28th,book_flight,"['i', 'need', 'to', 'book', 'a', 'flight', 'from', 'texas', 'to', 'new', 'york', 'on', 'may', '25th', 'and', 'returning', 'on', 'the', '28th']",i need to book a flight from texas to new york on may 25th and returning on the 28th,"['need', 'book', 'flight', 'texas', 'new', 'york', 'may', '25th', 'returning', '28th']",9
"buy a flight from santa fe to jacksonville on new year's eve that returns on the fourth, please",book_flight,"['buy', 'a', 'flight', 'from', 'santa', 'fe', 'to', 'jacksonville', 'on', 'new', 'year', ""'s"", 'eve', 'that', 'returns', 'on', 'the', 'fourth', ',', 'please']",buy a flight from santa fe to jacksonville on new years eve that returns on the fourth please,"['buy', 'flight', 'santa', 'fe', 'jacksonville', 'new', 'years', 'eve', 'returns', 'fourth', 'please']",9
purchase a flight from slc to columbus on tuesday that returns on friday,book_flight,"['purchase', 'a', 'flight', 'from', 'slc', 'to', 'columbus', 'on', 'tuesday', 'that', 'returns', 'on', 'friday']",purchase a flight from slc to columbus on tuesday that returns on friday,"['purchase', 'flight', 'slc', 'columbus', 'tuesday', 'returns', 'friday']",9
"purchase a flight from fiji to san diego on november 1 that returns on december 1, please",book_flight,"['purchase', 'a', 'flight', 'from', 'fiji', 'to', 'san', 'diego', 'on', 'november', '1', 'that', 'returns', 'on', 'december', '1', ',', 'please']",purchase a flight from fiji to san diego on november 1 that returns on december 1 please,"['purchase', 'flight', 'fiji', 'san', 'diego', 'november', '1', 'returns', 'december', '1', 'please']",9
purchase a flight from boise to sacramento on sunday and returning on wednesday,book_flight,"['purchase', 'a', 'flight', 'from', 'boise', 'to', 'sacramento', 'on', 'sunday', 'and', 'returning', 'on', 'wednesday']",purchase a flight from boise to sacramento on sunday and returning on wednesday,"['purchase', 'flight', 'boise', 'sacramento', 'sunday', 'returning', 'wednesday']",9
buy a flight from phoenix to el paso on august 30 that returns on labor day,book_flight,"['buy', 'a', 'flight', 'from', 'phoenix', 'to', 'el', 'paso', 'on', 'august', '30', 'that', 'returns', 'on', 'labor', 'day']",buy a flight from phoenix to el paso on august 30 that returns on labor day,"['buy', 'flight', 'phoenix', 'el', 'paso', 'august', '30', 'returns', 'labor', 'day']",9
book delta ticket madison to atlanta,book_flight,"['book', 'delta', 'ticket', 'madison', 'to', 'atlanta']",book delta ticket madison to atlanta,"['book', 'delta', 'ticket', 'madison', 'atlanta']",9
make delta reservation from madison to atlanta,book_flight,"['make', 'delta', 'reservation', 'from', 'madison', 'to', 'atlanta']",make delta reservation from madison to atlanta,"['make', 'delta', 'reservation', 'madison', 'atlanta']",9
madison to atlanta delta ticket,book_flight,"['madison', 'to', 'atlanta', 'delta', 'ticket']",madison to atlanta delta ticket,"['madison', 'atlanta', 'delta', 'ticket']",9
buy delta ticket madison to atlanta,book_flight,"['buy', 'delta', 'ticket', 'madison', 'to', 'atlanta']",buy delta ticket madison to atlanta,"['buy', 'delta', 'ticket', 'madison', 'atlanta']",9
schedule flight from madison to atlanta on delta,book_flight,"['schedule', 'flight', 'from', 'madison', 'to', 'atlanta', 'on', 'delta']",schedule flight from madison to atlanta on delta,"['schedule', 'flight', 'madison', 'atlanta', 'delta']",9
"book a flight from pensacola, fl to houston, tx on 17 february 2019 and returning on 7 march 2019",book_flight,"['book', 'a', 'flight', 'from', 'pensacola', ',', 'fl', 'to', 'houston', ',', 'tx', 'on', '17', 'february', '2019', 'and', 'returning', 'on', '7', 'march', '2019']",book a flight from pensacola fl to houston tx on 17 february 2019 and returning on 7 march 2019,"['book', 'flight', 'pensacola', 'fl', 'houston', 'tx', '17', 'february', '2019', 'returning', '7', 'march', '2019']",9
